,MatchNo,MatchID,Year,Venue,Innings,VenueAvg,TeamBatting,TeamBowling,TeamBattingAvg,Batters,Bowlers,Batter1SR,Batter2SR,Batter3SR,Bowler1E,Bowler2E,Bowler3E,RunsScored,Wickets
221,110,1178409,2019,Arun Jaitley Stadium,2,0.6940836940836943,Delhi Capitals,Mumbai Indians,0.6476030277544149,"['PP Shaw', 'S Dhawan']","['HH Pandya', 'RD Chahar', 'SL Malinga', 'J Yadav', 'JJ Bumrah']",0.8805886350876155,0.6155575782037688,0.33386836510818124,0.5093581911553533,0.36318407960199006,0.2305190848731099,48,0
222,111,1178407,2019,Punjab Cricket Assoc,1,0.5494949494949495,Kings XI Punjab,Rajasthan Royals,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'MA Agarwal']","['DS Kulkarni', 'JD Unadkat', 'JC Archer']",0.8047009839682568,0.7037671507653862,0.35483870967741943,0.41420588048517176,0.32588454376163867,0.15011487363899706,39,1
223,111,1178407,2019,Punjab Cricket Assoc,2,0.5494949494949495,Rajasthan Royals,Kings XI Punjab,0.54576596327761,"['RA Tripathi', 'JC Buttler', 'SV Samson']","['Arshdeep Singh', 'Mujeeb Ur Rahman']",0.907017832196565,0.7779220192077916,0.4318872821653689,0.44760438366090033,0.267605633802817,0.3945734429450247,54,1
224,112,1178404,2019,Eden Gardens,1,0.5158074248983342,Kolkata Knight Riders,Chennai Super Kings,0.461788617886179,"['CA Lynn', 'SP Narine', 'N Rana']","['DL Chahar', 'SN Thakur', 'MJ Santner', 'RA Jadeja']",0.9199293494259642,0.9069198426691985,0.39798387096774196,0.42561168113654296,0.46699466994669936,0.3899333308316759,49,1
225,112,1178404,2019,Eden Gardens,2,0.5158074248983342,Chennai Super Kings,Kolkata Knight Riders,0.5460338387167654,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu']","['M Prasidh Krishna', 'HF Gurney', 'AD Russell', 'SP Narine']",0.7451940384476924,0.6643631313018592,0.47326046387629966,0.44691974098496984,0.060317460317460325,0.36879432624113473,44,2
226,113,1178402,2019,Wankhede Stadium,1,0.4892763248927632,Mumbai Indians,Rajasthan Royals,0.5304878048780486,"['RG Sharma', 'Q de Kock']","['K Gowtham', 'DS Kulkarni', 'JC Archer', 'JD Unadkat']",0.7711224024493518,0.6751841179911242,0.33386836510818124,0.494732965009208,0.32141336739037896,0.15011487363899706,57,0
227,113,1178402,2019,Wankhede Stadium,2,0.4892763248927632,Rajasthan Royals,Mumbai Indians,0.54576596327761,"['AM Rahane', 'JC Buttler']","['JP Behrendorff', 'AS Joseph', 'RD Chahar', 'JJ Bumrah']",0.7152713600283577,0.7779220192077916,0.33386836510818124,0.6037292817679558,0.6555555555555557,0.35267431837771623,59,0
228,114,1178401,2019,Eden Gardens,1,0.5158074248983342,Kolkata Knight Riders,Delhi Capitals,0.461788617886179,"['JL Denly', 'RV Uthappa', 'Shubman Gill']","['I Sharma', 'CH Morris', 'K Rabada', 'AR Patel']",0.0,0.6637964044222895,0.36531935913405783,0.37391761023464903,0.3379823337982333,0.36901239289572374,41,1
229,114,1178401,2019,Eden Gardens,2,0.5158074248983342,Delhi Capitals,Kolkata Knight Riders,0.6476030277544149,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant']","['M Prasidh Krishna', 'LH Ferguson', 'AD Russell']",0.8805886350876155,0.6155575782037688,0.34374001916320657,0.44691974098496984,0.3886375062845653,0.36879432624113473,57,2
230,115,1178399,2019,Wankhede Stadium,1,0.4892763248927632,Kings XI Punjab,Mumbai Indians,0.5734358430540829,"['KL Rahul', 'CH Gayle']","['JP Behrendorff', 'JJ Bumrah', 'AS Joseph']",0.8047009839682568,0.7037671507653862,0.33386836510818124,0.6037292817679558,0.20648148148148138,0.5172998986828773,50,0
231,115,1178399,2019,Wankhede Stadium,2,0.4892763248927632,Mumbai Indians,Kings XI Punjab,0.5304878048780486,"['Q de Kock', 'SD Lad', 'SA Yadav']","['AS Rajpoot', 'Mohammed Shami', 'GC Viljoen']",0.8152223168808571,0.49411052801802835,0.5065845112963634,0.5580883205192597,0.320448012687085,0.454229305293135,50,1
232,116,1178397,2019,Punjab Cricket Assoc,1,0.5494949494949495,Sunrisers Hyderabad,Kings XI Punjab,0.4194061505832445,"['DA Warner', 'JM Bairstow', 'V Shankar']","['AS Rajpoot', 'Mujeeb Ur Rahman', 'Mohammed Shami']",0.8432350573982295,0.7712116827839854,0.09408602150537637,0.5580883205192597,0.267605633802817,0.3286109250768464,27,1
233,116,1178397,2019,Punjab Cricket Assoc,2,0.5494949494949495,Kings XI Punjab,Sunrisers Hyderabad,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'MA Agarwal']","['B Kumar', 'Sandeep Sharma', 'Rashid Khan', 'Mohammad Nabi']",0.8047009839682568,0.7037671507653862,0.35483870967741943,0.2617059158238652,0.22803708942322798,0.36879432624113473,38,1
234,117,1178395,2019,M.Chinnaswamy Stadiu,1,0.643771043771044,Royal Challengers Bangalore,Delhi Capitals,0.5596205962059622,"['PA Patel', 'V Kohli', 'AB de Villiers']","['I Sharma', 'CH Morris', 'K Rabada']",0.734056213439863,0.5947472901579993,0.45663082437275987,0.37391761023464903,0.3379823337982333,0.36901239289572374,40,2
235,117,1178395,2019,M.Chinnaswamy Stadiu,2,0.643771043771044,Delhi Capitals,Royal Challengers Bangalore,0.6476030277544149,"['PP Shaw', 'S Dhawan', 'SS Iyer']","['TG Southee', 'Navdeep Saini', 'YS Chahal']",0.8805886350876155,0.6155575782037688,0.34374001916320657,0.4369663485685585,0.4281274281274281,0.3784285221951871,53,1
236,118,1178393,2019,MA Chidambaram Stadi,1,0.550084175084175,Chennai Super Kings,Kings XI Punjab,0.5460338387167654,"['SR Watson', 'F du Plessis']","['Mohammed Shami', 'R Ashwin', 'SM Curran', 'AJ Tye']",0.7451940384476924,0.6643631313018592,0.33386836510818124,0.41352186534319685,0.18961463763671682,0.3469721767594107,54,0
237,118,1178393,2019,MA Chidambaram Stadi,2,0.550084175084175,Kings XI Punjab,Chennai Super Kings,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan']","['DL Chahar', 'Harbhajan Singh', 'SC Kuggeleijn']",0.8047009839682568,0.7037671507653862,0.35483870967741943,0.42561168113654296,0.2690355329949239,0.6278284363390745,46,2
238,119,1175371,2019,Arun Jaitley Stadium,1,0.6940836940836943,Delhi Capitals,Sunrisers Hyderabad,0.6476030277544149,"['PP Shaw', 'S Dhawan', 'SS Iyer']","['B Kumar', 'Mohammad Nabi', 'S Kaul']",0.8805886350876155,0.6155575782037688,0.34374001916320657,0.2617059158238652,0.1525925925925925,0.46099290780141833,36,2
239,119,1175371,2019,Arun Jaitley Stadium,2,0.6940836940836943,Sunrisers Hyderabad,Delhi Capitals,0.4194061505832445,"['DA Warner', 'JM Bairstow']","['S Lamichhane', 'AR Patel', 'CH Morris', 'K Rabada']",0.8432350573982295,0.7712116827839854,0.33386836510818124,0.5451197053406998,0.32110091743119273,0.33848397366602645,62,0
240,120,1175369,2019,Sawai Mansingh Stadi,1,0.46636578551472185,Royal Challengers Bangalore,Rajasthan Royals,0.5596205962059622,"['V Kohli', 'PA Patel']","['K Gowtham', 'DS Kulkarni', 'JC Archer']",0.7510849004117058,0.5733910579056898,0.33386836510818124,0.494732965009208,0.32141336739037896,0.15011487363899706,48,0
241,120,1175369,2019,Sawai Mansingh Stadi,2,0.46636578551472185,Rajasthan Royals,Royal Challengers Bangalore,0.54576596327761,"['AM Rahane', 'JC Buttler']","['UT Yadav', 'Navdeep Saini', 'Mohammed Siraj']",0.7152713600283577,0.7779220192077916,0.33386836510818124,0.4212248168116038,0.4281274281274281,0.41874235187305076,55,0
242,121,1175366,2019,Rajiv Gandhi Interna,1,0.4267161410018554,Sunrisers Hyderabad,Royal Challengers Bangalore,0.4194061505832445,"['JM Bairstow', 'DA Warner']","['MM Ali', 'UT Yadav', 'YS Chahal', 'Mohammed Siraj']",0.8917912229597441,0.7103158103818468,0.33386836510818124,0.2052091554853986,0.3313192346424976,0.3784285221951871,59,0
243,121,1175366,2019,Rajiv Gandhi Interna,2,0.4267161410018554,Royal Challengers Bangalore,Sunrisers Hyderabad,0.5596205962059622,"['PA Patel', 'SO Hetmyer', 'V Kohli', 'AB de Villiers', 'MM Ali']","['B Kumar', 'Mohammad Nabi', 'Sandeep Sharma']",0.734056213439863,0.45072152601664917,0.35761691619077013,0.2617059158238652,0.1525925925925925,0.2765771149411944,30,3
244,122,1175365,2019,Arun Jaitley Stadium,1,0.6940836940836943,Kolkata Knight Riders,Delhi Capitals,0.461788617886179,"['NS Naik', 'CA Lynn', 'RV Uthappa']","['K Rabada', 'S Lamichhane', 'CH Morris', 'HV Patel']",0.23939808481532146,0.8065006257865255,0.40038397931834174,0.4643628114595147,0.5061728395061729,0.33848397366602645,36,2
245,122,1175365,2019,Arun Jaitley Stadium,2,0.6940836940836943,Delhi Capitals,Kolkata Knight Riders,0.6476030277544149,"['PP Shaw', 'S Dhawan', 'SS Iyer']","['M Prasidh Krishna', 'LH Ferguson', 'PP Chawla', 'AD Russell']",0.8805886350876155,0.6155575782037688,0.34374001916320657,0.44691974098496984,0.3886375062845653,0.3423797032657423,45,1
246,123,1175363,2019,Rajiv Gandhi Interna,1,0.4267161410018554,Rajasthan Royals,Sunrisers Hyderabad,0.54576596327761,"['AM Rahane', 'JC Buttler', 'SV Samson']","['B Kumar', 'Sandeep Sharma', 'Rashid Khan', 'S Kaul']",0.7152713600283577,0.7779220192077916,0.4318872821653689,0.2617059158238652,0.22803708942322798,0.36879432624113473,35,1
247,123,1175363,2019,Rajiv Gandhi Interna,2,0.4267161410018554,Sunrisers Hyderabad,Rajasthan Royals,0.4194061505832445,"['DA Warner', 'JM Bairstow']","['DS Kulkarni', 'K Gowtham', 'JC Archer', 'BA Stokes']",0.8432350573982295,0.7712116827839854,0.33386836510818124,0.41420588048517176,0.4350617283950615,0.15011487363899706,69,0
248,124,1175361,2019,Eden Gardens,1,0.5158074248983342,Kolkata Knight Riders,Kings XI Punjab,0.461788617886179,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'N Rana']","['Mohammed Shami', 'CV Varun', 'GC Viljoen', 'AJ Tye', 'R Ashwin']",0.9199293494259642,0.9069198426691985,0.40038397931834174,0.41352186534319685,0.2538860103626943,0.454229305293135,53,2
249,124,1175361,2019,Eden Gardens,2,0.5158074248983342,Kings XI Punjab,Kolkata Knight Riders,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan']","['M Prasidh Krishna', 'LH Ferguson', 'AD Russell']",0.8047009839682568,0.7037671507653862,0.35483870967741943,0.44691974098496984,0.3886375062845653,0.36879432624113473,51,2
250,125,1175359,2019,Sawai Mansingh Stadi,1,0.46636578551472185,Kings XI Punjab,Rajasthan Royals,0.5734358430540829,"['KL Rahul', 'MA Agarwal', 'CH Gayle']","['DS Kulkarni', 'K Gowtham', 'JC Archer', 'BA Stokes']",0.8047009839682568,0.5902617659026178,0.4251407260242937,0.41420588048517176,0.4350617283950615,0.15011487363899706,32,1
251,125,1175359,2019,Sawai Mansingh Stadi,2,0.46636578551472185,Rajasthan Royals,Kings XI Punjab,0.54576596327761,"['AM Rahane', 'JC Buttler']","['SM Curran', 'Mujeeb Ur Rahman', 'Mohammed Shami']",0.7152713600283577,0.7779220192077916,0.33386836510818124,0.4366275458498153,0.267605633802817,0.3286109250768464,64,0
252,126,1175357,2019,Eden Gardens,1,0.5158074248983342,Sunrisers Hyderabad,Kolkata Knight Riders,0.4194061505832445,"['DA Warner', 'JM Bairstow']","['M Prasidh Krishna', 'PP Chawla', 'LH Ferguson', 'SP Narine']",0.8432350573982295,0.7712116827839854,0.33386836510818124,0.44691974098496984,0.3449010654490108,0.3670063770188926,54,0
253,126,1175357,2019,Eden Gardens,2,0.5158074248983342,Kolkata Knight Riders,Sunrisers Hyderabad,0.461788617886179,"['CA Lynn', 'N Rana', 'RV Uthappa']","['B Kumar', 'Shakib Al Hasan', 'Sandeep Sharma', 'S Kaul']",0.9199293494259642,0.6599213345992134,0.40038397931834174,0.2617059158238652,0.33772893772893764,0.2765771149411944,47,1
254,127,1136620,2018,Wankhede Stadium,1,0.4892763248927632,Sunrisers Hyderabad,Chennai Super Kings,0.4194061505832445,"['SP Goswami', 'S Dhawan', 'KS Williamson']","['DL Chahar', 'L Ngidi', 'SN Thakur']",0.5946088794926003,0.6155575782037688,0.3038978494623655,0.42561168113654296,0.2810457516339868,0.41112693801710043,42,1
255,127,1136620,2018,Wankhede Stadium,2,0.4892763248927632,Chennai Super Kings,Sunrisers Hyderabad,0.5460338387167654,"['SR Watson', 'F du Plessis', 'SK Raina']","['B Kumar', 'Sandeep Sharma']",0.7451940384476924,0.6643631313018592,0.47326046387629966,0.2617059158238652,0.22803708942322798,0.3945734429450247,35,1
256,128,1136618,2018,Eden Gardens,1,0.5158074248983342,Kolkata Knight Riders,Rajasthan Royals,0.461788617886179,"['SP Narine', 'RV Uthappa', 'CA Lynn', 'N Rana', 'KD Karthik']","['K Gowtham', 'JC Archer', 'JD Unadkat']",1.0,0.6637964044222895,0.48877092690894247,0.494732965009208,0.0034428794992176215,0.331672072133263,46,3
257,128,1136618,2018,Eden Gardens,2,0.5158074248983342,Rajasthan Royals,Kolkata Knight Riders,0.54576596327761,"['AM Rahane', 'RA Tripathi', 'SV Samson']","['AD Russell', 'M Prasidh Krishna', 'PP Chawla', 'SP Narine']",0.7152713600283577,0.7903078705179196,0.4318872821653689,0.46408839779005523,0.3675826363998407,0.3423797032657423,51,1
258,129,1136616,2018,Maharashtra Cricket ,1,0.5371900826446283,Kings XI Punjab,Chennai Super Kings,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'AJ Finch', 'MK Tiwary', 'DA Miller']","['DL Chahar', 'L Ngidi']",0.8047009839682568,0.7037671507653862,0.3411700382722798,0.42561168113654296,0.2810457516339868,0.3945734429450247,29,3
259,129,1136616,2018,Maharashtra Cricket ,2,0.5371900826446283,Chennai Super Kings,Kings XI Punjab,0.5460338387167654,"['AT Rayudu', 'F du Plessis', 'SK Raina', 'SW Billings', 'Harbhajan Singh']","['AS Rajpoot', 'MM Sharma', 'AJ Tye']",0.7449612403100776,0.6643631313018592,0.47326046387629966,0.5580883205192597,0.3869731800766283,0.36746389937879287,33,3
260,130,1136614,2018,Rajiv Gandhi Interna,1,0.4267161410018554,Sunrisers Hyderabad,Kolkata Knight Riders,0.4194061505832445,"['S Dhawan', 'SP Goswami']","['N Rana', 'M Prasidh Krishna', 'AD Russell', 'SP Narine', 'PP Chawla']",0.7676782712244327,0.3985056039850561,0.33386836510818124,0.0,0.3675826363998407,0.36879432624113473,60,0
261,130,1136614,2018,Rajiv Gandhi Interna,2,0.4267161410018554,Kolkata Knight Riders,Sunrisers Hyderabad,0.461788617886179,"['CA Lynn', 'SP Narine', 'RV Uthappa']","['B Kumar', 'Sandeep Sharma', 'S Kaul', 'Shakib Al Hasan']",0.9199293494259642,0.9069198426691985,0.40038397931834174,0.2617059158238652,0.22803708942322798,0.46099290780141833,66,1
262,131,1136612,2018,Arun Jaitley Stadium,1,0.6940836940836943,Delhi Daredevils,Chennai Super Kings,0.566427546628407,"['PP Shaw', 'SS Iyer', 'RR Pant']","['DL Chahar', 'L Ngidi', 'RA Jadeja', 'SN Thakur']",0.8805886350876155,0.5723424912679794,0.5229202037351441,0.42561168113654296,0.2810457516339868,0.3998198806709443,39,1
263,131,1136612,2018,Arun Jaitley Stadium,2,0.6940836940836943,Chennai Super Kings,Delhi Daredevils,0.5460338387167654,"['SR Watson', 'AT Rayudu']","['TA Boult', 'S Lamichhane', 'Avesh Khan', 'HV Patel']",0.7451940384476924,0.5870674081106743,0.33386836510818124,0.37394591451003184,0.5061728395061729,0.38130331176806864,44,0
264,132,1136610,2018,Wankhede Stadium,1,0.4892763248927632,Mumbai Indians,Kings XI Punjab,0.5304878048780486,"['SA Yadav', 'E Lewis', 'Ishan Kishan', 'KH Pandya', 'RG Sharma']","['AS Rajpoot', 'MM Sharma', 'AJ Tye']",0.9428621200243881,0.7098055029369812,0.38590203106332127,0.5580883205192597,0.3869731800766283,0.36746389937879287,60,3
265,132,1136610,2018,Wankhede Stadium,2,0.4892763248927632,Kings XI Punjab,Mumbai Indians,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'AJ Finch']","['MJ McClenaghan', 'JJ Bumrah', 'HH Pandya', 'KH Pandya']",0.8047009839682568,0.7037671507653862,0.3411700382722798,0.43370165745856354,0.20648148148148138,0.4047685997259527,57,1
266,133,1136608,2018,Holkar Cricket Stadi,1,0.7362514029180696,Kings XI Punjab,Royal Challengers Bangalore,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'KK Nair', 'MP Stoinis', 'AJ Finch']","['UT Yadav', 'TG Southee', 'Mohammed Siraj']",0.8047009839682568,0.7037671507653862,0.4118279569892473,0.4212248168116038,0.3535353535353536,0.41874235187305076,47,3
267,133,1136608,2018,Holkar Cricket Stadi,2,0.7362514029180696,Royal Challengers Bangalore,Kings XI Punjab,0.5596205962059622,"['V Kohli', 'PA Patel']","['R Ashwin', 'AJ Tye', 'AS Rajpoot', 'MM Sharma']",0.7510849004117058,0.5733910579056898,0.33386836510818124,0.3208181065022592,0.3894500561167229,0.4434926775352306,66,0
268,134,1136606,2018,Maharashtra Cricket ,1,0.5371900826446283,Sunrisers Hyderabad,Chennai Super Kings,0.4194061505832445,"['S Dhawan', 'AD Hales', 'KS Williamson']","['DL Chahar', 'SN Thakur', 'DJ Willey']",0.7676782712244327,0.7109393866215892,0.3038978494623655,0.42561168113654296,0.46699466994669936,0.3060742027307376,29,1
269,134,1136606,2018,Maharashtra Cricket ,2,0.5371900826446283,Chennai Super Kings,Sunrisers Hyderabad,0.5460338387167654,"['SR Watson', 'AT Rayudu']","['Sandeep Sharma', 'B Kumar', 'Rashid Khan', 'Shakib Al Hasan']",0.7451940384476924,0.5870674081106743,0.33386836510818124,0.34804285479850267,0.10618924572412958,0.36879432624113473,53,0
270,135,1136604,2018,Holkar Cricket Stadi,1,0.7362514029180696,Kolkata Knight Riders,Kings XI Punjab,0.461788617886179,"['CA Lynn', 'SP Narine', 'RV Uthappa']","['MM Sharma', 'Mujeeb Ur Rahman', 'R Ashwin', 'BB Sran', 'AJ Tye']",0.9199293494259642,0.9069198426691985,0.40038397931834174,0.460659173175843,0.267605633802817,0.25494258851733065,59,1
271,135,1136604,2018,Holkar Cricket Stadi,2,0.7362514029180696,Kings XI Punjab,Kolkata Knight Riders,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'MA Agarwal']","['SP Narine', 'M Prasidh Krishna', 'JPR Scantlebury-Searles', 'AD Russell']",0.8047009839682568,0.7037671507653862,0.35483870967741943,0.323987699607393,0.3675826363998407,0.6397452598060499,58,2
272,136,1136602,2018,Arun Jaitley Stadium,1,0.6940836940836943,Delhi Daredevils,Sunrisers Hyderabad,0.566427546628407,"['PP Shaw', 'JJ Roy', 'SS Iyer', 'RR Pant']","['B Kumar', 'Sandeep Sharma', 'Shakib Al Hasan', 'S Kaul']",0.8805886350876155,0.5444296758442969,0.34374001916320657,0.2617059158238652,0.22803708942322798,0.33834129396439416,38,2
273,136,1136602,2018,Arun Jaitley Stadium,2,0.6940836940836943,Sunrisers Hyderabad,Delhi Daredevils,0.4194061505832445,"['AD Hales', 'S Dhawan', 'KS Williamson']","['TA Boult', 'HV Patel', 'S Nadeem', 'LE Plunkett']",0.8437322745320477,0.6155575782037688,0.3038978494623655,0.37394591451003184,0.4839671886651753,0.3786515017812202,51,1
274,137,1136600,2018,Sawai Mansingh Stadi,1,0.46636578551472185,Rajasthan Royals,Kings XI Punjab,0.54576596327761,"['AM Rahane', 'JC Buttler', 'K Gowtham']","['MP Stoinis', 'AR Patel', 'MM Sharma', 'AJ Tye']",0.7152713600283577,0.7779220192077916,0.3763440860215053,0.6144650929181315,0.32110091743119273,0.36606924501275184,63,1
275,137,1136600,2018,Sawai Mansingh Stadi,2,0.46636578551472185,Kings XI Punjab,Rajasthan Royals,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'R Ashwin', 'KK Nair', 'AD Nath']","['K Gowtham', 'JC Archer', 'JD Unadkat', 'BA Stokes']",0.8047009839682568,0.7037671507653862,0.2903225806451612,0.494732965009208,0.0034428794992176215,0.331672072133263,33,3
276,138,1136598,2018,Holkar Cricket Stadi,1,0.7362514029180696,Rajasthan Royals,Kings XI Punjab,0.54576596327761,"['JC Buttler', 'DJM Short', 'AM Rahane', 'SV Samson']","['R Ashwin', 'AS Rajpoot', 'Mujeeb Ur Rahman', 'AR Patel']",0.897141802457417,0.31249152312491535,0.32979788224138235,0.3208181065022592,0.5244755244755244,0.2988569716169356,45,2
277,138,1136598,2018,Holkar Cricket Stadi,2,0.7362514029180696,Kings XI Punjab,Rajasthan Royals,0.5734358430540829,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'KK Nair']","['K Gowtham', 'JC Archer', 'BA Stokes', 'JD Unadkat']",0.8047009839682568,0.7037671507653862,0.35483870967741943,0.494732965009208,0.0034428794992176215,0.44611298228319496,34,2
278,139,1136596,2018,Rajiv Gandhi Interna,1,0.4267161410018554,Delhi Daredevils,Sunrisers Hyderabad,0.566427546628407,"['PP Shaw', 'GJ Maxwell', 'SS Iyer']","['B Kumar', 'Sandeep Sharma', 'Shakib Al Hasan', 'S Kaul']",0.8805886350876155,0.9023660628526571,0.34374001916320657,0.2617059158238652,0.22803708942322798,0.33834129396439416,60,1
279,139,1136596,2018,Rajiv Gandhi Interna,2,0.4267161410018554,Sunrisers Hyderabad,Delhi Daredevils,0.4194061505832445,"['AD Hales', 'S Dhawan']","['TA Boult', 'Avesh Khan', 'GJ Maxwell', 'LE Plunkett']",0.8437322745320477,0.6155575782037688,0.33386836510818124,0.37394591451003184,0.41402855369335834,0.4407021002765682,61,0
280,140,1136594,2018,Holkar Cricket Stadi,1,0.7362514029180696,Kings XI Punjab,Mumbai Indians,0.5734358430540829,"['KL Rahul', 'CH Gayle']","['MJ McClenaghan', 'JJ Bumrah', 'HH Pandya']",0.8047009839682568,0.7037671507653862,0.33386836510818124,0.43370165745856354,0.20648148148148138,0.4047685997259527,49,0
281,140,1136594,2018,Holkar Cricket Stadi,2,0.7362514029180696,Mumbai Indians,Kings XI Punjab,0.5304878048780486,"['SA Yadav', 'E Lewis', 'Ishan Kishan']","['R Ashwin', 'AS Rajpoot', 'AJ Tye', 'Mujeeb Ur Rahman']",0.9428621200243881,0.7098055029369812,0.38590203106332127,0.3208181065022592,0.5244755244755244,0.36746389937879287,39,1
282,141,1136592,2018,Arun Jaitley Stadium,1,0.6940836940836943,Delhi Daredevils,Rajasthan Royals,0.566427546628407,"['PP Shaw', 'C Munro', 'SS Iyer']","['DS Kulkarni', 'JC Archer', 'K Gowtham', 'JD Unadkat', 'S Gopal']",0.8805886350876155,0.7544330371095478,0.34374001916320657,0.41420588048517176,0.0034428794992176215,0.39314645952943805,62,1
283,141,1136592,2018,Arun Jaitley Stadium,2,0.6940836940836943,Rajasthan Royals,Delhi Daredevils,0.54576596327761,"['DJM Short', 'JC Buttler']","['S Nadeem', 'TA Boult', 'Avesh Khan', 'LE Plunkett', 'A Mishra']",0.5260243632336656,0.7779220192077916,0.33386836510818124,0.4764926038139367,0.26459423412332006,0.38130331176806864,79,0
284,142,1136590,2018,Maharashtra Cricket ,1,0.5371900826446283,Chennai Super Kings,Delhi Daredevils,0.5460338387167654,"['SR Watson', 'F du Plessis']","['TA Boult', 'Avesh Khan', 'R Tewatia', 'LE Plunkett']",0.7451940384476924,0.6643631313018592,0.33386836510818124,0.37394591451003184,0.41402855369335834,0.3358662613981762,56,0
285,142,1136590,2018,Maharashtra Cricket ,2,0.5371900826446283,Delhi Daredevils,Chennai Super Kings,0.566427546628407,"['PP Shaw', 'C Munro', 'SS Iyer', 'RR Pant']","['L Ngidi', 'KM Asif', 'SR Watson']",0.8805886350876155,0.7544330371095478,0.34374001916320657,0.3856028599285017,0.45299145299145294,0.29281810323192314,59,2
286,143,1136589,2018,M.Chinnaswamy Stadiu,1,0.643771043771044,Royal Challengers Bangalore,Kolkata Knight Riders,0.5596205962059622,"['Q de Kock', 'BB McCullum']","['PP Chawla', 'SP Narine', 'MG Johnson', 'Shivam Mavi']",0.8152223168808571,0.6489456200105829,0.33386836510818124,0.43084840687202003,0.1940879035394787,0.3440556766117826,40,0
287,143,1136589,2018,M.Chinnaswamy Stadiu,2,0.643771043771044,Kolkata Knight Riders,Royal Challengers Bangalore,0.461788617886179,"['CA Lynn', 'SP Narine']","['TG Southee', 'UT Yadav', 'YS Chahal']",0.9199293494259642,0.9069198426691985,0.33386836510818124,0.4369663485685585,0.3313192346424976,0.3784285221951871,51,0
288,144,1136586,2018,Arun Jaitley Stadium,1,0.6940836940836943,Delhi Daredevils,Kolkata Knight Riders,0.566427546628407,"['PP Shaw', 'C Munro']","['PP Chawla', 'Kuldeep Yadav', 'Shivam Mavi', 'SP Narine', 'MG Johnson']",0.8805886350876155,0.7544330371095478,0.33386836510818124,0.43084840687202003,0.2643678160919538,0.3877676677840869,57,0
289,144,1136586,2018,Arun Jaitley Stadium,2,0.6940836940836943,Kolkata Knight Riders,Delhi Daredevils,0.461788617886179,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'N Rana', 'KD Karthik', 'Shubman Gill']","['TA Boult', 'GJ Maxwell', 'Avesh Khan', 'LE Plunkett']",0.9199293494259642,0.9069198426691985,0.40038397931834174,0.37394591451003184,0.5195195195195195,0.38130331176806864,51,4
290,145,1136584,2018,M.Chinnaswamy Stadiu,1,0.643771043771044,Royal Challengers Bangalore,Chennai Super Kings,0.5596205962059622,"['Q de Kock', 'V Kohli', 'AB de Villiers']","['DL Chahar', 'SN Thakur', 'Harbhajan Singh']",0.8152223168808571,0.5947472901579993,0.45663082437275987,0.42561168113654296,0.46699466994669936,0.2996621048246493,52,1
291,145,1136584,2018,M.Chinnaswamy Stadiu,2,0.643771043771044,Chennai Super Kings,Royal Challengers Bangalore,0.5460338387167654,"['SR Watson', 'AT Rayudu', 'SK Raina', 'SW Billings']","['P Negi', 'UT Yadav', 'Washington Sundar', 'Mohammed Siraj']",0.7451940384476924,0.5870674081106743,0.47326046387629966,0.5951065509076559,0.3313192346424976,0.31829833683153186,55,2
292,146,1136582,2018,Arun Jaitley Stadium,1,0.6940836940836943,Kings XI Punjab,Delhi Daredevils,0.5734358430540829,"['KL Rahul', 'AJ Finch', 'MA Agarwal', 'KK Nair']","['TA Boult', 'Avesh Khan', 'LE Plunkett']",0.8047009839682568,0.56819315551244,0.35483870967741943,0.37394591451003184,0.41402855369335834,0.5292438058395504,51,2
293,146,1136582,2018,Arun Jaitley Stadium,2,0.6940836940836943,Delhi Daredevils,Kings XI Punjab,0.566427546628407,"['PP Shaw', 'G Gambhir', 'GJ Maxwell', 'RR Pant', 'SS Iyer']","['AS Rajpoot', 'BB Sran', 'AJ Tye']",0.8805886350876155,0.6046144185500002,0.5481472598632928,0.5580883205192597,0.5335169880624429,0.36746389937879287,48,3
294,147,1136580,2018,Rajiv Gandhi Interna,1,0.4267161410018554,Chennai Super Kings,Sunrisers Hyderabad,0.5460338387167654,"['SR Watson', 'F du Plessis', 'SK Raina']","['B Kumar', 'B Stanlake', 'Shakib Al Hasan', 'S Kaul']",0.7451940384476924,0.6643631313018592,0.47326046387629966,0.2617059158238652,0.33083645443195997,0.33834129396439416,27,1
