,MatchNo,MatchID,Year,Venue,Innings,VenueAvg,TeamBatting,TeamBowling,TeamBattingAvg,Batters,Bowlers,Batter1SR,Batter2SR,Batter3SR,Bowler1E,Bowler2E,Bowler3E,RunsScored,Wickets
184,92,1216547,2020/21,Dubai International ,1,45.25,Royal Challengers Bangalore,Mumbai Indians,45.55555555555556,"['D Padikkal', 'AJ Finch']","['TA Boult', 'JL Pattinson', 'RD Chahar', 'JJ Bumrah']",127.1880819366853,125.54479418886197,123.92799513109729,7.036011080332409,8.355140186915888,7.701492537313433,59,0
185,92,1216547,2020/21,Dubai International ,2,45.25,Mumbai Indians,Royal Challengers Bangalore,45.214285714285715,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan']","['I Udana', 'Washington Sundar', 'Navdeep Saini']",132.63305322128852,140.21823850350742,162.17228464419475,10.94736842105263,7.289398280802292,8.13986013986014,35,2
186,93,1216545,2020/21,Sheikh Zayed Stadium,1,43.672413793103445,Sunrisers Hyderabad,Kolkata Knight Riders,43.91304347826087,"['DA Warner', 'JM Bairstow', 'MK Pandey']","['SP Narine', 'PJ Cummins', 'Shivam Mavi']",145.03642987249546,153.38809034907598,132.86290322580646,6.560093348891481,7.991091314031181,8.122186495176848,40,1
187,93,1216545,2020/21,Sheikh Zayed Stadium,2,43.672413793103445,Kolkata Knight Riders,Sunrisers Hyderabad,44.40952380952381,"['Shubman Gill', 'SP Narine', 'N Rana', 'KD Karthik']","['B Kumar', 'KK Ahmed', 'T Natarajan']",130.89214380825567,172.0,138.125,5.966777408637874,7.954545454545454,8.0,52,2
188,94,1216510,2020/21,Dubai International ,1,45.25,Kings XI Punjab,Royal Challengers Bangalore,45.71739130434783,"['KL Rahul', 'MA Agarwal']","['UT Yadav', 'DW Steyn', 'Navdeep Saini']",138.40856924254018,128.57142857142858,123.92799513109729,7.486404833836858,6.170711297071129,8.13986013986014,50,0
189,94,1216510,2020/21,Dubai International ,2,45.25,Royal Challengers Bangalore,Kings XI Punjab,45.55555555555556,"['D Padikkal', 'AJ Finch', 'JR Philippe', 'V Kohli', 'AB de Villiers']","['SS Cottrell', 'Mohammed Shami', 'Ravi Bishnoi']",127.1880819366853,125.54479418886197,107.01754385964912,7.043478260869566,7.413024085637823,7.379310344827585,40,3
190,95,1216496,2020/21,Sharjah Cricket Stad,1,45.535714285714285,Rajasthan Royals,Chennai Super Kings,45.39325842696629,"['YBK Jaiswal', 'SPD Smith', 'SV Samson']","['DL Chahar', 'SM Curran', 'L Ngidi']",148.71794871794873,149.42263279445726,145.632183908046,7.5281954887218046,7.633136094674557,7.147058823529411,54,1
191,95,1216496,2020/21,Sharjah Cricket Stad,2,45.535714285714285,Chennai Super Kings,Rajasthan Royals,45.3963963963964,"['M Vijay', 'SR Watson']","['JD Unadkat', 'JC Archer', 'S Gopal', 'TK Curran']",120.83333333333333,128.1733746130031,123.92799513109729,7.449720670391061,5.273239436619718,7.947368421052631,53,0
192,96,1216493,2020/21,Dubai International ,1,45.25,Delhi Capitals,Kings XI Punjab,46.58620689655172,"['PP Shaw', 'S Dhawan', 'SO Hetmyer', 'SS Iyer', 'RR Pant']","['SS Cottrell', 'Mohammed Shami', 'CJ Jordan']",151.46124523506987,132.04066265060243,109.43396226415094,7.043478260869566,7.413024085637823,9.196721311475411,23,3
193,96,1216493,2020/21,Dubai International ,2,45.25,Kings XI Punjab,Delhi Capitals,45.71739130434783,"['KL Rahul', 'MA Agarwal', 'KK Nair', 'N Pooran', 'GJ Maxwell']","['A Nortje', 'MM Sharma', 'K Rabada', 'R Ashwin']",138.40856924254018,128.57142857142858,141.1904761904762,7.706070287539936,7.862068965517241,7.897350993377483,35,3
194,97,1181768,2019,Rajiv Gandhi Interna,1,44.06122448979592,Mumbai Indians,Chennai Super Kings,45.214285714285715,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan']","['DL Chahar', 'SN Thakur', 'Harbhajan Singh']",140.21823850350742,132.63305322128852,162.17228464419475,7.5281954887218046,8.402214022140221,7.065989847715736,45,2
195,97,1181768,2019,Rajiv Gandhi Interna,2,44.06122448979592,Chennai Super Kings,Mumbai Indians,45.3963963963964,"['F du Plessis', 'SR Watson', 'SK Raina']","['MJ McClenaghan', 'KH Pandya', 'SL Malinga', 'JJ Bumrah']",138.73417721518987,128.1733746130031,154.79338842975207,7.605263157894737,7.383378016085791,6.237113402061857,53,1
196,98,1181766,2019,Dr. Y.S. Rajasekhara,1,40.96153846153846,Sunrisers Hyderabad,Delhi Capitals,43.91304347826087,"['WP Saha', 'MJ Guptill', 'MK Pandey']","['TA Boult', 'I Sharma', 'AR Patel']",138.98531375166888,149.04458598726114,132.86290322580646,7.036011080332409,7.03574144486692,7.41743119266055,54,1
197,98,1181766,2019,Dr. Y.S. Rajasekhara,2,40.96153846153846,Delhi Capitals,Sunrisers Hyderabad,46.58620689655172,"['PP Shaw', 'S Dhawan']","['B Kumar', 'Mohammad Nabi', 'KK Ahmed', 'Rashid Khan']",151.46124523506987,132.04066265060243,123.92799513109729,5.966777408637874,6.279999999999999,7.954545454545454,55,0
198,99,1178430,2019,Punjab Cricket Assoc,1,47.099999999999994,Chennai Super Kings,Kings XI Punjab,45.3963963963964,"['F du Plessis', 'SR Watson', 'SK Raina']","['Harpreet Brar', 'Mohammed Shami', 'SM Curran', 'R Ashwin']",138.73417721518987,128.1733746130031,154.79338842975207,9.954545454545455,7.413024085637823,7.633136094674557,42,1
199,99,1178430,2019,Punjab Cricket Assoc,2,47.099999999999994,Kings XI Punjab,Chennai Super Kings,45.71739130434783,"['KL Rahul', 'CH Gayle']","['DL Chahar', 'Harbhajan Singh', 'DJ Bravo']",138.40856924254018,144.13830361966504,123.92799513109729,7.5281954887218046,7.065989847715736,7.506172839506173,68,0
200,100,1178429,2019,M.Chinnaswamy Stadiu,1,49.43333333333334,Sunrisers Hyderabad,Royal Challengers Bangalore,43.91304347826087,"['WP Saha', 'MJ Guptill', 'MK Pandey']","['UT Yadav', 'Navdeep Saini', 'YS Chahal']",138.98531375166888,149.04458598726114,132.86290322580646,7.486404833836858,8.13986013986014,8.010230179028135,52,1
201,100,1178429,2019,M.Chinnaswamy Stadiu,2,49.43333333333334,Royal Challengers Bangalore,Sunrisers Hyderabad,45.55555555555556,"['PA Patel', 'V Kohli', 'AB de Villiers', 'SO Hetmyer', 'Gurkeerat Singh']","['B Kumar', 'KK Ahmed', 'Rashid Khan']",126.25766871165645,129.1866028708134,151.11111111111111,5.966777408637874,7.954545454545454,7.894736842105264,49,3
202,101,1178427,2019,Punjab Cricket Assoc,1,47.099999999999994,Kings XI Punjab,Kolkata Knight Riders,45.71739130434783,"['CH Gayle', 'KL Rahul', 'MA Agarwal', 'N Pooran']","['S Sandeep Warrier', 'HF Gurney', 'SP Narine']",144.13830361966504,138.40856924254018,128.57142857142858,7.875,5.657142857142857,6.560093348891481,41,2
203,101,1178427,2019,Punjab Cricket Assoc,2,47.099999999999994,Kolkata Knight Riders,Kings XI Punjab,44.40952380952381,"['Shubman Gill', 'CA Lynn']","['Mohammed Shami', 'Arshdeep Singh', 'R Ashwin', 'AJ Tye']",130.89214380825567,158.22784810126583,123.92799513109729,7.413024085637823,7.7377049180327875,6.529898804047838,62,1
204,102,1178425,2019,MA Chidambaram Stadi,1,47.11458333333333,Chennai Super Kings,Delhi Capitals,45.3963963963964,"['F du Plessis', 'SR Watson', 'SK Raina']","['TA Boult', 'J Suchith', 'CH Morris', 'AR Patel']",138.73417721518987,128.1733746130031,154.79338842975207,7.036011080332409,8.32,7.531380753138075,27,1
205,102,1178425,2019,MA Chidambaram Stadi,2,47.11458333333333,Delhi Capitals,Chennai Super Kings,46.58620689655172,"['PP Shaw', 'SS Iyer', 'S Dhawan', 'RR Pant']","['DL Chahar', 'Harbhajan Singh']",151.46124523506987,126.11386138613861,132.04066265060243,7.5281954887218046,7.065989847715736,8.20377313587133,59,2
206,103,1178423,2019,Rajiv Gandhi Interna,1,44.06122448979592,Sunrisers Hyderabad,Kings XI Punjab,43.91304347826087,"['DA Warner', 'WP Saha']","['Arshdeep Singh', 'Mujeeb Ur Rahman', 'Mohammed Shami', 'R Ashwin']",145.03642987249546,138.98531375166888,123.92799513109729,7.7377049180327875,7.056338028169014,7.413024085637823,77,0
207,103,1178423,2019,Rajiv Gandhi Interna,2,44.06122448979592,Kings XI Punjab,Sunrisers Hyderabad,45.71739130434783,"['KL Rahul', 'CH Gayle', 'MA Agarwal']","['KK Ahmed', 'B Kumar', 'Sandeep Sharma', 'Rashid Khan']",138.40856924254018,144.13830361966504,128.57142857142858,7.954545454545454,5.966777408637874,6.789250353606789,44,1
208,104,1178421,2019,Arun Jaitley Stadium,1,50.67857142857143,Delhi Capitals,Royal Challengers Bangalore,46.58620689655172,"['PP Shaw', 'S Dhawan', 'SS Iyer']","['UT Yadav', 'Washington Sundar', 'YS Chahal', 'Navdeep Saini']",151.46124523506987,132.04066265060243,126.11386138613861,7.486404833836858,7.289398280802292,8.010230179028135,59,1
209,104,1178421,2019,Arun Jaitley Stadium,2,50.67857142857143,Royal Challengers Bangalore,Delhi Capitals,45.55555555555556,"['PA Patel', 'V Kohli', 'AB de Villiers']","['I Sharma', 'AR Patel', 'S Lamichhane', 'K Rabada']",126.25766871165645,129.1866028708134,151.11111111111111,7.03574144486692,7.41743119266055,8.666666666666666,64,1
210,105,1178419,2019,MA Chidambaram Stadi,1,47.11458333333333,Mumbai Indians,Chennai Super Kings,45.214285714285715,"['RG Sharma', 'Q de Kock', 'E Lewis']","['DL Chahar', 'Harbhajan Singh']",132.63305322128852,140.21823850350742,144.96644295302013,7.5281954887218046,7.065989847715736,8.20377313587133,45,1
211,105,1178419,2019,MA Chidambaram Stadi,2,47.11458333333333,Chennai Super Kings,Mumbai Indians,45.3963963963964,"['M Vijay', 'SR Watson', 'SK Raina', 'AT Rayudu', 'KM Jadhav']","['SL Malinga', 'KH Pandya', 'HH Pandya', 'JJ Bumrah']",120.83333333333333,128.1733746130031,154.79338842975207,6.237113402061857,7.383378016085791,8.325991189427313,40,3
212,106,1178417,2019,M.Chinnaswamy Stadiu,1,49.43333333333334,Royal Challengers Bangalore,Kings XI Punjab,45.55555555555556,"['PA Patel', 'V Kohli', 'AB de Villiers']","['AS Rajpoot', 'Mohammed Shami']",126.25766871165645,129.1866028708134,151.11111111111111,8.79020979020979,7.413024085637823,8.20377313587133,70,1
213,106,1178417,2019,M.Chinnaswamy Stadiu,2,49.43333333333334,Kings XI Punjab,Royal Challengers Bangalore,45.71739130434783,"['KL Rahul', 'CH Gayle', 'MA Agarwal']","['TG Southee', 'UT Yadav', 'Navdeep Saini', 'YS Chahal']",138.40856924254018,144.13830361966504,128.57142857142858,7.636363636363637,7.486404833836858,8.13986013986014,68,1
214,107,1178415,2019,Sawai Mansingh Stadi,1,45.04255319148936,Rajasthan Royals,Delhi Capitals,45.39325842696629,"['AM Rahane', 'SPD Smith']","['I Sharma', 'K Rabada', 'AR Patel']",123.02667392487751,149.42263279445726,123.92799513109729,7.03574144486692,7.897350993377483,7.41743119266055,52,1
215,107,1178415,2019,Sawai Mansingh Stadi,2,45.04255319148936,Delhi Capitals,Rajasthan Royals,46.58620689655172,"['PP Shaw', 'S Dhawan']","['STR Binny', 'DS Kulkarni', 'JD Unadkat', 'S Gopal', 'JC Archer']",151.46124523506987,132.04066265060243,123.92799513109729,7.2749999999999995,7.419540229885058,7.449720670391061,59,0
216,108,1178414,2019,M.Chinnaswamy Stadiu,1,49.43333333333334,Royal Challengers Bangalore,Chennai Super Kings,45.55555555555556,"['PA Patel', 'V Kohli', 'AB de Villiers']","['DL Chahar', 'SN Thakur']",126.25766871165645,129.1866028708134,151.11111111111111,7.5281954887218046,8.402214022140221,8.20377313587133,49,1
217,108,1178414,2019,M.Chinnaswamy Stadiu,2,49.43333333333334,Chennai Super Kings,Royal Challengers Bangalore,45.3963963963964,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni']","['DW Steyn', 'Navdeep Saini', 'UT Yadav']",128.1733746130031,138.73417721518987,154.79338842975207,6.170711297071129,8.13986013986014,7.486404833836858,32,4
218,109,1178411,2019,Sawai Mansingh Stadi,1,45.04255319148936,Mumbai Indians,Rajasthan Royals,45.214285714285715,"['Q de Kock', 'RG Sharma', 'SA Yadav']","['STR Binny', 'DS Kulkarni', 'S Gopal', 'JC Archer', 'JD Unadkat']",140.21823850350742,132.63305322128852,162.17228464419475,7.2749999999999995,7.419540229885058,7.947368421052631,46,1
219,109,1178411,2019,Sawai Mansingh Stadi,2,45.04255319148936,Rajasthan Royals,Mumbai Indians,45.39325842696629,"['AM Rahane', 'SV Samson', 'SPD Smith']","['HH Pandya', 'KH Pandya', 'SL Malinga', 'RD Chahar', 'JJ Bumrah']",123.02667392487751,145.632183908046,149.42263279445726,8.325991189427313,7.383378016085791,6.237113402061857,60,1
220,110,1178409,2019,Arun Jaitley Stadium,1,50.67857142857143,Mumbai Indians,Delhi Capitals,45.214285714285715,"['RG Sharma', 'Q de Kock']","['I Sharma', 'K Rabada', 'CH Morris', 'KMA Paul']",132.63305322128852,140.21823850350742,123.92799513109729,7.03574144486692,7.897350993377483,7.531380753138075,57,0
221,110,1178409,2019,Arun Jaitley Stadium,2,50.67857142857143,Delhi Capitals,Mumbai Indians,46.58620689655172,"['PP Shaw', 'S Dhawan']","['HH Pandya', 'RD Chahar', 'SL Malinga', 'J Yadav', 'JJ Bumrah']",151.46124523506987,132.04066265060243,123.92799513109729,8.325991189427313,7.701492537313433,6.237113402061857,48,0
222,111,1178407,2019,Punjab Cricket Assoc,1,47.099999999999994,Kings XI Punjab,Rajasthan Royals,45.71739130434783,"['KL Rahul', 'CH Gayle', 'MA Agarwal']","['DS Kulkarni', 'JD Unadkat', 'JC Archer']",138.40856924254018,144.13830361966504,128.57142857142858,7.419540229885058,7.449720670391061,5.273239436619718,39,1
223,111,1178407,2019,Punjab Cricket Assoc,2,47.099999999999994,Rajasthan Royals,Kings XI Punjab,45.39325842696629,"['RA Tripathi', 'JC Buttler', 'SV Samson']","['Arshdeep Singh', 'Mujeeb Ur Rahman']",156.00706713780917,154.30839002267572,145.632183908046,7.7377049180327875,7.056338028169014,8.20377313587133,54,1
224,112,1178404,2019,Eden Gardens,1,46.26623376623377,Kolkata Knight Riders,Chennai Super Kings,44.40952380952381,"['CA Lynn', 'SP Narine', 'N Rana']","['DL Chahar', 'SN Thakur', 'MJ Santner', 'RA Jadeja']",158.22784810126583,172.0,138.125,7.5281954887218046,8.402214022140221,8.148148148148149,49,1
225,112,1178404,2019,Eden Gardens,2,46.26623376623377,Chennai Super Kings,Kolkata Knight Riders,45.3963963963964,"['SR Watson', 'F du Plessis', 'SK Raina', 'AT Rayudu']","['M Prasidh Krishna', 'HF Gurney', 'AD Russell', 'SP Narine']",128.1733746130031,138.73417721518987,154.79338842975207,7.731182795698924,5.657142857142857,7.894736842105264,44,2
226,113,1178402,2019,Wankhede Stadium,1,45.60958904109589,Mumbai Indians,Rajasthan Royals,45.214285714285715,"['RG Sharma', 'Q de Kock']","['K Gowtham', 'DS Kulkarni', 'JC Archer', 'JD Unadkat']",132.63305322128852,140.21823850350742,123.92799513109729,8.186666666666666,7.419540229885058,5.273239436619718,57,0
227,113,1178402,2019,Wankhede Stadium,2,45.60958904109589,Rajasthan Royals,Mumbai Indians,45.39325842696629,"['AM Rahane', 'JC Buttler']","['JP Behrendorff', 'AS Joseph', 'RD Chahar', 'JJ Bumrah']",123.02667392487751,154.30839002267572,123.92799513109729,9.225000000000001,9.675,7.701492537313433,59,0
228,114,1178401,2019,Eden Gardens,1,46.26623376623377,Kolkata Knight Riders,Delhi Capitals,44.40952380952381,"['JL Denly', 'RV Uthappa', 'Shubman Gill']","['I Sharma', 'CH Morris', 'K Rabada', 'AR Patel']",0.0,138.6564525633471,130.89214380825567,7.03574144486692,7.531380753138075,7.897350993377483,41,1
229,114,1178401,2019,Eden Gardens,2,46.26623376623377,Delhi Capitals,Kolkata Knight Riders,46.58620689655172,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant']","['M Prasidh Krishna', 'LH Ferguson', 'AD Russell']",151.46124523506987,132.04066265060243,126.11386138613861,7.731182795698924,7.873303167420815,7.894736842105264,57,2
230,115,1178399,2019,Wankhede Stadium,1,45.60958904109589,Kings XI Punjab,Mumbai Indians,45.71739130434783,"['KL Rahul', 'CH Gayle']","['JP Behrendorff', 'JJ Bumrah', 'AS Joseph']",138.40856924254018,144.13830361966504,123.92799513109729,9.225000000000001,6.643749999999999,9.675,50,0
231,115,1178399,2019,Wankhede Stadium,2,45.60958904109589,Mumbai Indians,Kings XI Punjab,45.214285714285715,"['Q de Kock', 'SD Lad', 'SA Yadav']","['AS Rajpoot', 'Mohammed Shami', 'GC Viljoen']",140.21823850350742,115.38461538461537,162.17228464419475,8.79020979020979,7.413024085637823,8.91891891891892,50,1
232,116,1178397,2019,Punjab Cricket Assoc,1,47.099999999999994,Sunrisers Hyderabad,Kings XI Punjab,43.91304347826087,"['DA Warner', 'JM Bairstow', 'V Shankar']","['AS Rajpoot', 'Mujeeb Ur Rahman', 'Mohammed Shami']",145.03642987249546,153.38809034907598,70.83333333333334,8.79020979020979,7.056338028169014,7.413024085637823,27,1
233,116,1178397,2019,Punjab Cricket Assoc,2,47.099999999999994,Kings XI Punjab,Sunrisers Hyderabad,45.71739130434783,"['KL Rahul', 'CH Gayle', 'MA Agarwal']","['B Kumar', 'Sandeep Sharma', 'Rashid Khan', 'Mohammad Nabi']",138.40856924254018,144.13830361966504,128.57142857142858,5.966777408637874,6.789250353606789,7.894736842105264,38,1
234,117,1178395,2019,M.Chinnaswamy Stadiu,1,49.43333333333334,Royal Challengers Bangalore,Delhi Capitals,45.55555555555556,"['PA Patel', 'V Kohli', 'AB de Villiers']","['I Sharma', 'CH Morris', 'K Rabada']",126.25766871165645,129.1866028708134,151.11111111111111,7.03574144486692,7.531380753138075,7.897350993377483,40,2
235,117,1178395,2019,M.Chinnaswamy Stadiu,2,49.43333333333334,Delhi Capitals,Royal Challengers Bangalore,46.58620689655172,"['PP Shaw', 'S Dhawan', 'SS Iyer']","['TG Southee', 'Navdeep Saini', 'YS Chahal']",151.46124523506987,132.04066265060243,126.11386138613861,7.636363636363637,8.13986013986014,8.010230179028135,53,1
236,118,1178393,2019,MA Chidambaram Stadi,1,47.11458333333333,Chennai Super Kings,Kings XI Punjab,45.3963963963964,"['SR Watson', 'F du Plessis']","['Mohammed Shami', 'R Ashwin', 'SM Curran', 'AJ Tye']",128.1733746130031,138.73417721518987,123.92799513109729,7.413024085637823,6.529898804047838,7.633136094674557,54,0
237,118,1178393,2019,MA Chidambaram Stadi,2,47.11458333333333,Kings XI Punjab,Chennai Super Kings,45.71739130434783,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan']","['DL Chahar', 'Harbhajan Singh', 'SC Kuggeleijn']",138.40856924254018,144.13830361966504,128.57142857142858,7.5281954887218046,7.065989847715736,11.0,46,2
238,119,1175371,2019,Arun Jaitley Stadium,1,50.67857142857143,Delhi Capitals,Sunrisers Hyderabad,46.58620689655172,"['PP Shaw', 'S Dhawan', 'SS Iyer']","['B Kumar', 'Mohammad Nabi', 'S Kaul']",151.46124523506987,132.04066265060243,126.11386138613861,5.966777408637874,6.279999999999999,9.0,36,2
239,119,1175371,2019,Arun Jaitley Stadium,2,50.67857142857143,Sunrisers Hyderabad,Delhi Capitals,43.91304347826087,"['DA Warner', 'JM Bairstow']","['S Lamichhane', 'AR Patel', 'CH Morris', 'K Rabada']",145.03642987249546,153.38809034907598,123.92799513109729,8.666666666666666,7.41743119266055,7.531380753138075,62,0
240,120,1175369,2019,Sawai Mansingh Stadi,1,45.04255319148936,Royal Challengers Bangalore,Rajasthan Royals,45.55555555555556,"['V Kohli', 'PA Patel']","['K Gowtham', 'DS Kulkarni', 'JC Archer']",129.1866028708134,126.25766871165645,123.92799513109729,8.186666666666666,7.419540229885058,5.273239436619718,48,0
241,120,1175369,2019,Sawai Mansingh Stadi,2,45.04255319148936,Rajasthan Royals,Royal Challengers Bangalore,45.39325842696629,"['AM Rahane', 'JC Buttler']","['UT Yadav', 'Navdeep Saini', 'Mohammed Siraj']",123.02667392487751,154.30839002267572,123.92799513109729,7.486404833836858,8.13986013986014,8.493506493506493,55,0
242,121,1175366,2019,Rajiv Gandhi Interna,1,44.06122448979592,Sunrisers Hyderabad,Royal Challengers Bangalore,43.91304347826087,"['JM Bairstow', 'DA Warner']","['MM Ali', 'UT Yadav', 'YS Chahal', 'Mohammed Siraj']",153.38809034907598,145.03642987249546,123.92799513109729,5.428571428571429,7.486404833836858,8.010230179028135,59,0
243,121,1175366,2019,Rajiv Gandhi Interna,2,44.06122448979592,Royal Challengers Bangalore,Sunrisers Hyderabad,45.55555555555556,"['PA Patel', 'SO Hetmyer', 'V Kohli', 'AB de Villiers', 'MM Ali']","['B Kumar', 'Mohammad Nabi', 'Sandeep Sharma']",126.25766871165645,109.43396226415094,129.1866028708134,5.966777408637874,6.279999999999999,6.789250353606789,30,3
244,122,1175365,2019,Arun Jaitley Stadium,1,50.67857142857143,Kolkata Knight Riders,Delhi Capitals,44.40952380952381,"['NS Naik', 'CA Lynn', 'RV Uthappa']","['K Rabada', 'S Lamichhane', 'CH Morris', 'HV Patel']",41.17647058823529,158.22784810126583,138.6564525633471,7.897350993377483,8.666666666666666,7.531380753138075,36,2
245,122,1175365,2019,Arun Jaitley Stadium,2,50.67857142857143,Delhi Capitals,Kolkata Knight Riders,46.58620689655172,"['PP Shaw', 'S Dhawan', 'SS Iyer']","['M Prasidh Krishna', 'LH Ferguson', 'PP Chawla', 'AD Russell']",151.46124523506987,132.04066265060243,126.11386138613861,7.731182795698924,7.873303167420815,7.5780821917808225,45,1
246,123,1175363,2019,Rajiv Gandhi Interna,1,44.06122448979592,Rajasthan Royals,Sunrisers Hyderabad,45.39325842696629,"['AM Rahane', 'JC Buttler', 'SV Samson']","['B Kumar', 'Sandeep Sharma', 'Rashid Khan', 'S Kaul']",123.02667392487751,154.30839002267572,145.632183908046,5.966777408637874,6.789250353606789,7.894736842105264,35,1
247,123,1175363,2019,Rajiv Gandhi Interna,2,44.06122448979592,Sunrisers Hyderabad,Rajasthan Royals,43.91304347826087,"['DA Warner', 'JM Bairstow']","['DS Kulkarni', 'K Gowtham', 'JC Archer', 'BA Stokes']",145.03642987249546,153.38809034907598,123.92799513109729,7.419540229885058,8.186666666666666,5.273239436619718,69,0
248,124,1175361,2019,Eden Gardens,1,46.26623376623377,Kolkata Knight Riders,Kings XI Punjab,44.40952380952381,"['CA Lynn', 'SP Narine', 'RV Uthappa', 'N Rana']","['Mohammed Shami', 'CV Varun', 'GC Viljoen', 'AJ Tye', 'R Ashwin']",158.22784810126583,172.0,138.6564525633471,7.413024085637823,6.963730569948186,8.91891891891892,53,2
249,124,1175361,2019,Eden Gardens,2,46.26623376623377,Kings XI Punjab,Kolkata Knight Riders,45.71739130434783,"['KL Rahul', 'CH Gayle', 'MA Agarwal', 'SN Khan']","['M Prasidh Krishna', 'LH Ferguson', 'AD Russell']",138.40856924254018,144.13830361966504,128.57142857142858,7.731182795698924,7.873303167420815,7.894736842105264,51,2
250,125,1175359,2019,Sawai Mansingh Stadi,1,45.04255319148936,Kings XI Punjab,Rajasthan Royals,45.71739130434783,"['KL Rahul', 'MA Agarwal', 'CH Gayle']","['DS Kulkarni', 'K Gowtham', 'JC Archer', 'BA Stokes']",138.40856924254018,128.57142857142858,144.13830361966504,7.419540229885058,8.186666666666666,5.273239436619718,32,1
251,125,1175359,2019,Sawai Mansingh Stadi,2,45.04255319148936,Rajasthan Royals,Kings XI Punjab,45.39325842696629,"['AM Rahane', 'JC Buttler']","['SM Curran', 'Mujeeb Ur Rahman', 'Mohammed Shami']",123.02667392487751,154.30839002267572,123.92799513109729,7.633136094674557,7.056338028169014,7.413024085637823,64,0
252,126,1175357,2019,Eden Gardens,1,46.26623376623377,Sunrisers Hyderabad,Kolkata Knight Riders,43.91304347826087,"['DA Warner', 'JM Bairstow']","['M Prasidh Krishna', 'PP Chawla', 'LH Ferguson', 'SP Narine']",145.03642987249546,153.38809034907598,123.92799513109729,7.731182795698924,7.5780821917808225,7.873303167420815,54,0
253,126,1175357,2019,Eden Gardens,2,46.26623376623377,Kolkata Knight Riders,Sunrisers Hyderabad,44.40952380952381,"['CA Lynn', 'N Rana', 'RV Uthappa']","['B Kumar', 'Shakib Al Hasan', 'Sandeep Sharma', 'S Kaul']",158.22784810126583,138.125,138.6564525633471,5.966777408637874,7.52967032967033,6.789250353606789,47,1
254,127,1136620,2018,Wankhede Stadium,1,45.60958904109589,Sunrisers Hyderabad,Chennai Super Kings,43.91304347826087,"['SP Goswami', 'S Dhawan', 'KS Williamson']","['DL Chahar', 'L Ngidi', 'SN Thakur']",102.27272727272727,132.04066265060243,117.29166666666666,7.5281954887218046,7.147058823529411,8.402214022140221,42,1
255,127,1136620,2018,Wankhede Stadium,2,45.60958904109589,Chennai Super Kings,Sunrisers Hyderabad,45.3963963963964,"['SR Watson', 'F du Plessis', 'SK Raina']","['B Kumar', 'Sandeep Sharma']",128.1733746130031,138.73417721518987,154.79338842975207,5.966777408637874,6.789250353606789,8.20377313587133,35,1
256,128,1136618,2018,Eden Gardens,1,46.26623376623377,Kolkata Knight Riders,Rajasthan Royals,44.40952380952381,"['SP Narine', 'RV Uthappa', 'CA Lynn', 'N Rana', 'KD Karthik']","['K Gowtham', 'JC Archer', 'JD Unadkat']",172.0,138.6564525633471,158.22784810126583,8.186666666666666,5.273239436619718,7.449720670391061,46,3
257,128,1136618,2018,Eden Gardens,2,46.26623376623377,Rajasthan Royals,Kolkata Knight Riders,45.39325842696629,"['AM Rahane', 'RA Tripathi', 'SV Samson']","['AD Russell', 'M Prasidh Krishna', 'PP Chawla', 'SP Narine']",123.02667392487751,156.00706713780917,145.632183908046,7.894736842105264,7.731182795698924,7.5780821917808225,51,1
258,129,1136616,2018,Maharashtra Cricket ,1,46.79545454545455,Kings XI Punjab,Chennai Super Kings,45.71739130434783,"['KL Rahul', 'CH Gayle', 'AJ Finch', 'MK Tiwary', 'DA Miller']","['DL Chahar', 'L Ngidi']",138.40856924254018,144.13830361966504,125.54479418886197,7.5281954887218046,7.147058823529411,8.20377313587133,29,3
259,129,1136616,2018,Maharashtra Cricket ,2,46.79545454545455,Chennai Super Kings,Kings XI Punjab,45.3963963963964,"['AT Rayudu', 'F du Plessis', 'SK Raina', 'SW Billings', 'Harbhajan Singh']","['AS Rajpoot', 'MM Sharma', 'AJ Tye']",128.13333333333335,138.73417721518987,154.79338842975207,8.79020979020979,7.862068965517241,7.878787878787879,33,3
260,130,1136614,2018,Rajiv Gandhi Interna,1,44.06122448979592,Sunrisers Hyderabad,Kolkata Knight Riders,43.91304347826087,"['S Dhawan', 'SP Goswami']","['N Rana', 'M Prasidh Krishna', 'AD Russell', 'SP Narine', 'PP Chawla']",132.04066265060243,102.27272727272727,123.92799513109729,3.473684210526316,7.731182795698924,7.894736842105264,60,0
261,130,1136614,2018,Rajiv Gandhi Interna,2,44.06122448979592,Kolkata Knight Riders,Sunrisers Hyderabad,44.40952380952381,"['CA Lynn', 'SP Narine', 'RV Uthappa']","['B Kumar', 'Sandeep Sharma', 'S Kaul', 'Shakib Al Hasan']",158.22784810126583,172.0,138.6564525633471,5.966777408637874,6.789250353606789,9.0,66,1
